Identifier,Name,Symbol,Region,Country,Sector,Market Cap $US,Cap Tier,Current Price
S900,ECLAT TEXTILE CO TWD10,ECLAF,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"3,400,000,000.00",Mid,40.81
S901,ECLIPX GROUP LTD NPV,,Asia Pacific ex Japan,Australia,Financials,"402,700,000.00",Small,105.67
S902,ECN CAP CORP COM,ECNCF,Canada,Canada,Financials,"981,900,000.00",Small,84.74
S903,ECOFIBRE LTD NPV,,Asia Pacific ex Japan,Australia,Health Care,"266,900,000.00",Small,10.72
S904,EDENRED EUR2,,Western Europe,France,Information Technology,"12,300,000,000.00",Large,12.62
S905,EDF EUR0.5,,Western Europe,France,Utilities,"37,600,000,000.00",Large,33.51
S906,EDION CORP NPV,2730:XTKS,Japan,Japan,Consumer Discretionary,"1,100,000,000.00",Mid,21.38
S907,EFG INTERNATIONAL CHF0.50 (REGD),,Western Europe,Switzerland,Financials,"1,700,000,000.00",Mid,59.82
S908,EGIS TECHNOLOGY IN TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"414,100,000.00",Small,103.05
S909,EHIME BANK NPV,8541:XTKS,Japan,Japan,Financials,"440,500,000.00",Small,60.73
S910,EIFFAGE EUR4,,Western Europe,France,Industrials,"8,600,000,000.00",Large,39.27
S911,EIKEN CHEMICAL CO NPV,4549:XTKS,Japan,Japan,Health Care,"977,200,000.00",Small,82.53
S912,EISAI CO NPV,,Japan,Japan,Health Care,"26,300,000,000.00",Large,12.7
S913,EIZO CORP NPV,6737:XTKS,Japan,Japan,Information Technology,"825,500,000.00",Small,79.48
S914,EL PUERTO DE LIVER SER'C1'NPV(NON VTG),ELPQF,Latin America,Mexico,Consumer Discretionary,"3,900,000,000.00",Large,104.59
S915,EL.EN. SPA EUR0.13,,Western Europe,Italy,Health Care,"512,200,000.00",Small,22.26
S916,ELAN MICROELECTRON TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,600,000,000.00",Mid,56.05
S917,ELBIT SYSTEMS LTD ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Industrials,"5,500,000,000.00",Large,43.55
S918,ELCO LTD ILS0.25,ELOHF,"Central and Eastern Europe, Middle East and Africa",Israel,Industrials,"1,000,000,000.00",Mid,35.1
S919,ELDERS LIMITED NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"1,300,000,000.00",Mid,105.17
S920,ELDORADO GOLD CORP NEW COM,,Canada,Canada,Materials,"2,100,000,000.00",Mid,81.9
S921,ELEC POWER DEV NPV,,Japan,Japan,Utilities,"2,700,000,000.00",Mid,40.47
S922,ELECOM CO NPV,,Japan,Japan,Information Technology,"2,200,000,000.00",Mid,56.77
S923,ELECTRA LTD ILS1,,"Central and Eastern Europe, Middle East and Africa",Israel,Industrials,"1,700,000,000.00",Mid,60.35
S924,ELECTRO OPTIC SYST NPV,,Asia Pacific ex Japan,Australia,Industrials,"639,400,000.00",Small,30.43
S925,ELECTROCOMPONENTS ORD GBP0.10,,Western Europe,United Kingdom,Industrials,"4,200,000,000.00",Large,35.48
S926,ELECTROLUX AB SER'B'NPV,,Western Europe,Sweden,Consumer Discretionary,"7,300,000,000.00",Large,61.77
S927,ELECTROLUX PROFESS SER'B'NPV,ECTXF,Western Europe,Sweden,Industrials,"1,100,000,000.00",Mid,94.02
S928,ELEKTA SER'B'NPV,,Western Europe,Sweden,Health Care,"4,800,000,000.00",Large,48.39
S929,ELEMENT FLEET MANAGEMENT COR COM,ELEEF,Canada,Canada,Financials,"4,000,000,000.00",Large,43.99
S930,ELEMENTIS ORD GBP0.05,,Western Europe,United Kingdom,Materials,"583,900,000.00",Small,25.61
S931,ELIA GROUP NPV,,Western Europe,Belgium,Utilities,"7,300,000,000.00",Large,12.57
S932,ELIOR GROUP EUR0.01,,Western Europe,France,Consumer Discretionary,"815,900,000.00",Small,31.84
S933,ELIS EUR1.00,,Western Europe,France,Industrials,"3,000,000,000.00",Mid,59.72
S934,ELISA OYJ NPV,,Western Europe,Finland,Communication Services,"9,800,000,000.00",Large,42.97
S935,ELKEM ASA NOK5,,Western Europe,Norway,Materials,"1,400,000,000.00",Mid,58.55
S936,ELMOS SEMICONDUCT NPV,ELCTF,Western Europe,Germany,Information Technology,"540,900,000.00",Small,48.59
S937,ELRINGKLINGER AG NPV (REGD),EGKLF,Western Europe,Germany,Consumer Discretionary,"582,200,000.00",Small,13.96
S938,EM SYSTEMS CO LTD NPV,,Japan,Japan,Health Care,"635,700,000.00",Small,107.31
S939,EMERA INC COM,EMRAF,Canada,Canada,Utilities,"10,600,000,000.00",Large,75.86
S940,EML PAYMENTS LTD NPV,,Asia Pacific ex Japan,Australia,Information Technology,"857,600,000.00",Small,57.19
S941,EMMI AG CHF10 (REGD),EMLZF,Western Europe,Switzerland,Consumer Staples,"5,300,000,000.00",Large,15.98
S942,EMPIRE LTD CL A,EMLAF,Canada,Canada,Consumer Staples,"8,100,000,000.00",Large,107.39
S943,EMPIRIC STUDENT PR GBP0.01,,Western Europe,United Kingdom,Real Estate,"455,700,000.00",Small,43.76
S944,EMS-CHEMIE HLDG AG CHF0.01 (REGD),EMSHF,Western Europe,Switzerland,Materials,"22,300,000,000.00",Large,51.08
S945,EN-JAPAN INC. NPV,ENJPF,Japan,Japan,Industrials,"1,300,000,000.00",Mid,28.53
S946,ENAGAS SA EUR1.50,,Western Europe,Spain,Utilities,"6,000,000,000.00",Large,46.44
S947,ENAV S.P.A. NPV,,Western Europe,Italy,Industrials,"2,100,000,000.00",Mid,107.15
S948,ENBRIDGE INC COM,,Canada,Canada,Energy,"60,500,000,000.00",Large,73.34
S949,ENCE ENERGIA Y CEL EUR0.90,,Western Europe,Spain,Materials,"666,900,000.00",Small,84.36
S950,ENDEAVOUR MINING CORPORATION SHS NEW,,Canada,Canada,Materials,"4,200,000,000.00",Large,95.05
S951,ENDEAVOUR SILVER CORP COM,,Canada,Canada,Materials,"559,100,000.00",Small,99.57
S952,ENDESA SA EUR1.2,,Western Europe,Spain,Utilities,"29,200,000,000.00",Large,92.29
S953,ENEA AB NPV,EDTDF,Western Europe,Sweden,Information Technology,"479,500,000.00",Small,18.76
S954,ENEL SPA EUR1,,Western Europe,Italy,Utilities,"90,500,000,000.00",Large,96.49
S955,ENEOS HOLDINGS INC NPV,,Japan,Japan,Energy,"11,800,000,000.00",Large,73.79
S956,ENERFLEX LTD COM,ENRFF,Canada,Canada,Energy,"360,200,000.00",Small,41.44
S957,ENERGEAN PLC ORD GBP0.01,,Western Europe,United Kingdom,Energy,"1,300,000,000.00",Mid,21.84
S958,ENERPLUS CORP COM,,Canada,Canada,Energy,"452,900,000.00",Small,70.5
S959,ENGHOUSE SYS LTD COM,EGHSF,Canada,Canada,Information Technology,"3,100,000,000.00",Mid,81.59
S960,ENGIE EUR1,,Western Europe,France,Utilities,"35,000,000,000.00",Large,44.42
S961,ENI SPA NPV,,Western Europe,Italy,Energy,"29,500,000,000.00",Large,72.09
S962,ENN ENERGY HOLDING HKD0.10,,Asia Pacific ex Japan,Hong Kong,Utilities,"12,100,000,000.00",Large,54.51
S963,ENTRA ASA NOK1,,Western Europe,Norway,Real Estate,"2,600,000,000.00",Mid,95.4
S964,EOLUS VIND AB SER'B'NPV,,Western Europe,Sweden,Industrials,"450,600,000.00",Small,101.37
S965,EPIROC AB SER'A'NPV,,Western Europe,Sweden,Industrials,"17,900,000,000.00",Large,23.85
S966,EPISTAR CORP TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,400,000,000.00",Mid,104.59
S967,EPS HOLDINGS INC NPV,,Japan,Japan,Health Care,"439,800,000.00",Small,83.38
S968,EQUINITI GROUP PLC ORD GBP0.001,,Western Europe,United Kingdom,Information Technology,"549,200,000.00",Small,8.89
S969,EQUINOR ASA NOK2.50,,Western Europe,Norway,Energy,"48,400,000,000.00",Large,93.31
S970,EQUINOX GOLD CORP COM,,Canada,Canada,Materials,"3,100,000,000.00",Mid,36.9
S971,EQUITABLE GROUP INC COM,EQGPF,Canada,Canada,Financials,"999,300,000.00",Small,27.37
S972,EQUITES PROPERTY F NPV,,"Central and Eastern Europe, Middle East and Africa",South Africa,Real Estate,"660,500,000.00",Small,84.6
S973,ERAMET EUR3.05,,Western Europe,France,Materials,"766,700,000.00",Small,86.99
S974,EREX CO LTD NPV,9517:XTKS,Japan,Japan,Utilities,"574,300,000.00",Small,54.97
S975,ERG SPA EUR0.10,,Western Europe,Italy,Utilities,"4,000,000,000.00",Large,86.35
S976,ERICSSON SER'B'NPV,,Western Europe,Sweden,Information Technology,"36,700,000,000.00",Large,104.19
S977,ERO COPPER CORP COM,ERRPF,Canada,Canada,Materials,"1,300,000,000.00",Mid,73.51
S978,ERSTE GROUP BK AG NPV,,Western Europe,Austria,Financials,"9,200,000,000.00",Large,59.86
S979,ESKER EUR2,,Western Europe,France,Information Technology,"1,000,000,000.00",Mid,13.55
S980,ESPEC CORP NPV,6859:XTKS,Japan,Japan,Information Technology,"411,000,000.00",Small,80.83
S981,ESPRINET EUR0.15,PRT:MTAA,Western Europe,Italy,Information Technology,"457,200,000.00",Small,99.25
S982,ESR-REIT NPV (REIT),CGIUF,Asia Pacific ex Japan,Singapore,Real Estate,"1,000,000,000.00",Mid,50.93
S983,ESSENTRA PLC ORD GBP0.25,,Western Europe,United Kingdom,Materials,"1,000,000,000.00",Mid,33.26
S984,ESSILORLUXOTTICA EUR0.18,,Western Europe,France,Consumer Discretionary,"63,000,000,000.00",Large,15.34
S985,ESSITY AB SER'B'NPV,,Western Europe,Sweden,Consumer Staples,"23,700,000,000.00",Large,30.98
S986,ETERNAL MATERIALS TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"1,500,000,000.00",Mid,13.69
S987,EUGLENA CO LTD NPV,,Japan,Japan,Consumer Staples,"773,600,000.00",Small,76.28
S988,EUROCOMMERCIAL CVA EUR0.50,,Western Europe,Netherlands,Real Estate,"644,500,000.00",Small,35.19
S989,EUROFINS SCIENTIFI EUR0.10,,Western Europe,France,Health Care,"15,800,000,000.00",Large,89.02
S990,EUROMONEY INST INV ORD GBP0.0025,,Western Europe,United Kingdom,Communication Services,"1,200,000,000.00",Mid,32.05
S991,EURONAV NPV,,Western Europe,Belgium,Energy,"2,000,000,000.00",Mid,33.41
S992,EURONEXT EUR1.60,,Western Europe,Netherlands,Financials,"8,100,000,000.00",Large,23.79
S993,EUSKALTEL S.A EUR3,,Western Europe,Spain,Communication Services,"1,900,000,000.00",Mid,13.75
S994,EUTELSAT COMMUNICA EUR1,,Western Europe,France,Communication Services,"2,300,000,000.00",Mid,78.05
S995,EVA AIRWAYS TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"1,800,000,000.00",Mid,11.79
S996,EVERGREEN INTL STO TWD10,,Asia Pacific ex Japan,Taiwan,Industrials,"522,100,000.00",Small,34.3
S997,EVERGREEN MARINE C TWD10,EVGQF,Asia Pacific ex Japan,Taiwan,Industrials,"2,800,000,000.00",Mid,40.19
S998,EVERLIGHT ELECTRON TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"590,300,000.00",Small,29.25
S999,EVN AG NPV,EVNVY,Western Europe,Austria,Utilities,"3,000,000,000.00",Mid,26.39
S1000,EVOLUTION MINING NPV,,Asia Pacific ex Japan,Australia,Materials,"7,300,000,000.00",Large,38.01
S1001,EVONIK INDUSTRIES NPV,EVKIF,Western Europe,Germany,Materials,"12,900,000,000.00",Large,89.73
S1002,EVOTEC SE NPV,,Western Europe,Germany,Health Care,"4,000,000,000.00",Large,40.78
S1003,EXCHANGE INCOME CORP COM,EIFZF,Canada,Canada,Industrials,"834,000,000.00",Small,20.34
S1004,EXEDY CORP NPV,7278:XTKS,Japan,Japan,Consumer Discretionary,"628,600,000.00",Small,72.74
S1005,EXOR NV EUR0.01,,Western Europe,Italy,Financials,"13,700,000,000.00",Large,75.65
S1006,EXPERIAN ORD USD0.10,,Western Europe,United Kingdom,Industrials,"35,500,000,000.00",Large,43
S1007,EXTENDICARE INC CDA COM,EXETF,Canada,Canada,Health Care,"368,500,000.00",Small,21.91
S1008,EXXARO RESOURCES ZAR0.01,,"Central and Eastern Europe, Middle East and Africa",South Africa,Energy,"2,800,000,000.00",Mid,68.55
S1009,EZAKI GLICO CO NPV,,Japan,Japan,Consumer Staples,"3,000,000,000.00",Mid,42.16
S1010,F-SECURE OYJ NPV,,Western Europe,Finland,Information Technology,"638,500,000.00",Small,25.77
S1011,F.C.C. CO LTD NPV,7296:XTKS,Japan,Japan,Consumer Discretionary,"1,000,000,000.00",Mid,53.24
S1012,F.I.B.I. HLDGS ILS0.05,,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"907,100,000.00",Small,27.48
S1013,FABEGE AB NPV,FBGGF,Western Europe,Sweden,Real Estate,"4,600,000,000.00",Large,88.91
S1014,FAES FARMA SA EUR0.1(REGD),FSXMF,Western Europe,Spain,Health Care,"1,200,000,000.00",Mid,86.51
S1015,FAGRON NPV,,Western Europe,Belgium,Health Care,"1,900,000,000.00",Mid,76.24
S1016,FAIRFAX FINL HLDGS LTD SUB VTG,FRFHF,Canada,Canada,Financials,"8,600,000,000.00",Large,68.17
S1017,FALCK RENEWABLES EUR1,,Western Europe,Italy,Utilities,"2,000,000,000.00",Mid,80.17
S1018,FANCL CORP NPV,,Japan,Japan,Consumer Staples,"4,500,000,000.00",Large,102.43
S1019,FANUC CORP NPV,,Japan,Japan,Industrials,"39,100,000,000.00",Large,80.12
S1020,FAR EAST CONS INTL HKD0.10,,Asia Pacific ex Japan,Hong Kong,Real Estate,"670,300,000.00",Small,76.93
S1021,FAR EAST DEPT STOR TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"1,200,000,000.00",Mid,34.49
S1022,FAR EAST INTL BK TWD10,,Asia Pacific ex Japan,Taiwan,Financials,"1,200,000,000.00",Mid,95.23
S1023,FAR EASTERN NEW CE TWD10,FREYF,Asia Pacific ex Japan,Taiwan,Industrials,"4,900,000,000.00",Large,100.85
S1024,FAR EASTONE TELECO TWD10,FEOTF,Asia Pacific ex Japan,Taiwan,Communication Services,"7,000,000,000.00",Large,74.95
S1025,FARADAY TECHNOLOGY TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"383,900,000.00",Small,85.15
S1026,FARFETCH LTD ORD SH CL A,,Western Europe,United Kingdom,Consumer Discretionary,"9,000,000,000.00",Large,83.47
S1027,FARGLORY LAND DEVE TWD10,,Asia Pacific ex Japan,Taiwan,Real Estate,"1,300,000,000.00",Mid,94.33
S1028,FAST RETAILING CO NPV,,Japan,Japan,Consumer Discretionary,"69,500,000,000.00",Large,84.25
S1029,FASTIGHETS AB BALD SER'B'NPV,,Western Europe,Sweden,Real Estate,"9,000,000,000.00",Large,30.72
S1030,FATTAL HOLDINGS ILS1,FATLF,"Central and Eastern Europe, Middle East and Africa",Israel,Consumer Discretionary,"980,000,000.00",Small,27.91
S1031,FAURECIA S.E. EUR7,,Western Europe,France,Consumer Discretionary,"6,300,000,000.00",Large,13.6
S1032,FDM GROUP (HLDGS) ORD GBP0.01,,Western Europe,United Kingdom,Information Technology,"1,500,000,000.00",Mid,59.33
S1033,FENG HSIN STEEL CO TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"1,200,000,000.00",Mid,63.18
S1034,FENG TAY ENTRPRISE TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"5,400,000,000.00",Large,21.35
S1035,FERGUSON PLC ORD GBP0.10,,Western Europe,United Kingdom,Industrials,"23,600,000,000.00",Large,30.56
S1036,FERRARI NV COM EUR0.01,,Western Europe,Italy,Consumer Discretionary,"35,500,000,000.00",Large,11.88
S1037,FERROVIAL SA EUR0.2,,Western Europe,Spain,Industrials,"18,400,000,000.00",Large,103.54
S1038,FGV HOLDINGS BHD MYR1,,Asia Pacific ex Japan,Malaysia,Consumer Staples,"943,300,000.00",Small,12.37
S1039,FIAT CHRYSLER AUTO EUR0.01,,Western Europe,Italy,Consumer Discretionary,"19,300,000,000.00",Large,77.23
S1040,FIELMANN AG NPV,FLMNF,Western Europe,Germany,Consumer Discretionary,"7,000,000,000.00",Large,98.55
S1041,FIERA CAP CORP CL A SUB VTG,,Canada,Canada,Financials,"671,000,000.00",Small,74.31
S1042,FIH MOBILE LTD USD0.04,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,200,000,000.00",Mid,24.26
S1043,FILA SPA NPV,FILA:MTAA,Western Europe,Italy,Industrials,"373,400,000.00",Small,59.96
S1044,FILINVEST LAND PHP1,FVSMF,Asia Pacific ex Japan,Philippines,Real Estate,"466,200,000.00",Small,76.47
S1045,FINANCIAL PRODUCTS NPV,,Japan,Japan,Financials,"471,500,000.00",Small,104.14
S1046,FINCANTIERI SPA NPV,,Western Europe,Italy,Industrials,"1,100,000,000.00",Mid,97.98
S1047,FINECOBANK SPA EUR0.33,,Western Europe,Italy,Financials,"8,800,000,000.00",Large,56.37
S1048,FINGERPRINT CARDS SER'B'NPV,FGRRF,Western Europe,Sweden,Information Technology,"632,500,000.00",Small,95.7
S1049,FINNAIR OYJ NPV,,Western Europe,Finland,Industrials,"657,100,000.00",Small,82.54
S1050,FINNING INTL INC COM NEW,FINGF,Canada,Canada,Industrials,"2,700,000,000.00",Mid,10.22
S1051,FIRST CAP REAL ESTATE INVT T UNIT,FCXXF,Canada,Canada,Real Estate,"2,200,000,000.00",Mid,47.12
S1052,FIRST FINL HLDG CO TWD10,FFHCF,Asia Pacific ex Japan,Taiwan,Financials,"9,300,000,000.00",Large,70.59
S1053,FIRST INTER BK ISR ILS0.05,FBKIF,"Central and Eastern Europe, Middle East and Africa",Israel,Financials,"2,300,000,000.00",Mid,17.45
S1054,FIRST MAJESTIC SILVER CORP COM,,Canada,Canada,Materials,"2,300,000,000.00",Mid,88.08
S1055,FIRST NATIONAL FINANCIAL COR COM,FNLIF,Canada,Canada,Financials,"1,500,000,000.00",Mid,87.88
S1056,FIRST QUANTUM MINERALS LTD COM,FQVLF,Canada,Canada,Materials,"6,700,000,000.00",Large,85.23
S1057,FIRST RESOURCES LT NPV,FTROF,Asia Pacific ex Japan,Singapore,Consumer Staples,"1,500,000,000.00",Mid,35.91
S1058,FIRSTGROUP ORD GBP0.05,,Western Europe,United Kingdom,Industrials,"814,700,000.00",Small,37.93
S1059,FIRSTRAND LTD ZAR0.01,,"Central and Eastern Europe, Middle East and Africa",South Africa,Financials,"13,500,000,000.00",Large,38.51
S1060,FIRSTSERVICE CORP NEW COM,,Canada,Canada,Real Estate,"5,900,000,000.00",Large,27.88
S1061,FISHER & PAYKEL HE NPV,FSPKF,Asia Pacific ex Japan,New Zealand,Health Care,"13,300,000,000.00",Large,85.47
S1062,FISHER(J)& SONS ORD GBP0.25,,Western Europe,United Kingdom,Industrials,"856,800,000.00",Small,54.66
S1063,FIVERR INTL LTD ORD SHS,,"Central and Eastern Europe, Middle East and Africa",Israel,Consumer Discretionary,"5,700,000,000.00",Large,60.99
S1064,FLATEX AG NPV (REG),,Western Europe,Germany,Financials,"1,500,000,000.00",Mid,41.16
S1065,FLETCHER BUILDING NPV,,Asia Pacific ex Japan,New Zealand,Materials,"2,400,000,000.00",Mid,106.39
S1066,FLEX LNG LTD (BM) USD0.10,,Western Europe,Norway,Energy,"1,000,000.00",Small,10.28
S1067,FLEX LTD ORD,,Asia Pacific ex Japan,Singapore,Information Technology,"6,100,000,000.00",Large,83.55
S1068,FLEXIUM INTERCONNE TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,500,000,000.00",Mid,55.8
S1069,FLIGHT CENTRE TRAV NPV,,Asia Pacific ex Japan,Australia,Consumer Discretionary,"2,100,000,000.00",Mid,25.09
S1070,FLOW TRADERS NV EUR0.10,,Western Europe,Netherlands,Financials,"1,700,000,000.00",Mid,74.14
S1071,FLSMIDTH & CO A/S DKK20,,Western Europe,Denmark,Industrials,"1,400,000,000.00",Mid,99.82
S1072,FLUGHAFEN WIEN AG NPV(EX SPLIT),,Western Europe,Austria,Industrials,"2,200,000,000.00",Mid,26.53
S1073,FLUGHAFEN ZURICH A CHF10(REGD) POST SPLIT,,Western Europe,Switzerland,Industrials,"4,400,000,000.00",Large,74.04
S1074,FLUIDRA SA EUR1,FLUIF,Western Europe,Spain,Industrials,"6,800,000,000.00",Large,17.36
S1075,FNAC DARTY EUR1,,Western Europe,France,Consumer Discretionary,"1,200,000,000.00",Mid,103.56
S1076,FOM CONST Y CONTRA EUR1,,Western Europe,Spain,Industrials,"4,100,000,000.00",Large,30.35
S1077,FORBO HLDGS AG CHF0.10 (REGD),FBOHF,Western Europe,Switzerland,Consumer Discretionary,"2,700,000,000.00",Mid,79.57
S1078,FORFARMERS NV EUR0.01,FFARM:XAMS,Western Europe,Netherlands,Consumer Staples,"592,300,000.00",Small,11.71
S1079,FORMOSA ADVANCED T TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"545,500,000.00",Small,106.92
S1080,FORMOSA CHEM&FIBRE TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"14,200,000,000.00",Large,25.76
S1081,FORMOSA INTL HOTEL TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"587,700,000.00",Small,8.63
S1082,FORMOSA PETROCHEMI TWD10,,Asia Pacific ex Japan,Taiwan,Energy,"27,100,000,000.00",Large,8.76
S1083,FORMOSA PLASTIC TWD10,,Asia Pacific ex Japan,Taiwan,Materials,"18,000,000,000.00",Large,24.26
S1084,FORMOSA SUMCO TECH TWD10,,Asia Pacific ex Japan,Taiwan,Information Technology,"1,500,000,000.00",Mid,47.71
S1085,FORMOSA TAFFETA CO TWD10,,Asia Pacific ex Japan,Taiwan,Consumer Discretionary,"1,900,000,000.00",Mid,89.88
S1086,FORTERRA PLC ORD GBP0.01,,Western Europe,United Kingdom,Materials,"562,700,000.00",Small,51.29
S1087,FORTESCUE METALS G NPV,,Asia Pacific ex Japan,Australia,Materials,"37,800,000,000.00",Large,63.54
S1088,FORTIS INC COM,,Canada,Canada,Utilities,"19,400,000,000.00",Large,72.54
S1089,FORTRESS REIT LIMI A SHS NPV,FRTIF,"Central and Eastern Europe, Middle East and Africa",South Africa,Real Estate,"1,000,000,000.00",Mid,14.88
S1090,FORTUM OYJ EUR3.40,,Western Europe,Finland,Utilities,"19,200,000,000.00",Large,85.72
S1091,FORTUNA SILVER MINES INC COM,,Canada,Canada,Materials,"1,300,000,000.00",Mid,46.72
S1092,FORTUNE R/EST INV NPV (REIT),,Asia Pacific ex Japan,Hong Kong,Financials,"1,600,000,000.00",Mid,81.51
S1093,FOSCHINI GP (THE) ZAR0.0125,,"Central and Eastern Europe, Middle East and Africa",South Africa,Consumer Discretionary,"1,800,000,000.00",Mid,77.43
S1094,FOSUN INTL NPV,,Asia Pacific ex Japan,Hong Kong,Industrials,"10,000,000,000.00",Large,62.85
S1095,FOX-WIZEL LTD ILS0.01,FXWZF,"Central and Eastern Europe, Middle East and Africa",Israel,Consumer Discretionary,"931,800,000.00",Small,13.11
S1096,FOXCONN TECH CO TWD10,FXCOF,Asia Pacific ex Japan,Taiwan,Information Technology,"2,600,000,000.00",Mid,73.47
S1097,FP CORP NPV,,Japan,Japan,Materials,"3,300,000,000.00",Mid,11.9
S1098,FRAPORT AG NPV,,Western Europe,Germany,Industrials,"3,800,000,000.00",Large,87.82
S1099,FRASER & NEAVE MYR1,,Asia Pacific ex Japan,Malaysia,Consumer Staples,"2,900,000,000.00",Mid,57
S1100,FRASERS CENTREPOIN NPV (REIT),FRZCF,Asia Pacific ex Japan,Singapore,Real Estate,"2,900,000,000.00",Mid,49.4
S1101,FRASERS LOG & COM NPV UNITS (REIT),BUOU,Asia Pacific ex Japan,Singapore,Real Estate,"3,500,000,000.00",Mid,85.97
S1102,FRASERS PROP THAIL THB9.5363(LOCAL),,Asia Pacific ex Japan,Thailand,Real Estate,"1,300,000,000.00",Mid,10.84
S1103,FREEDOM FOODS GP L NPV,,Asia Pacific ex Japan,Australia,Consumer Staples,"603,900,000.00",Small,25.32
S1104,FREEE K K NPV,,Japan,Japan,Information Technology,"3,800,000,000.00",Large,58.07
S1105,FREENET AG NPV (REGD),FRTAF,Western Europe,Germany,Communication Services,"2,600,000,000.00",Mid,30.49
S1106,FRESENIUS MED CARE NPV,,Western Europe,Germany,Health Care,"26,300,000,000.00",Large,97.65
S1107,FRESENIUS SE&KGAA NPV,,Western Europe,Germany,Health Care,"26,000,000,000.00",Large,33.52
S1108,FRESNILLO PLC ORD USD0.50,,Western Europe,United Kingdom,Materials,"12,700,000,000.00",Large,16.64
S1109,FRONTIER R/EST INV REIT,,Japan,Japan,Real Estate,"1,800,000,000.00",Mid,49.28
